datetime,store_id,store_taxonomies,customer_id,customer_taxonomies,product_id,product_taxonomies,action,elasticity_type,current_discount_pct,recommended_discount_pct,expected_revenue_change_pct,expected_profit_change_pct,base_qty,simulated_qty,base_revenue,base_profit,simulated_revenue,simulated_profit,estimated_discount_cost
2024-10-20 14:15:00,S13,supermarket,C0050,churned,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,10,10.7,1417.7,935.68,1456.26,940.5,60.68
2024-01-04 14:19:00,S18,supermarket,C0039,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,7,7.49,992.39,654.98,1019.38,658.35,42.47
2024-10-08 16:34:00,S19,mini_mart,C0065,churned,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,7,7.49,992.39,654.98,1019.38,658.35,42.47
2024-09-10 20:49:00,S05,specialty,,General Customer,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,4,4.28,567.08,374.27,582.5,376.2,24.27
2024-01-06 11:20:00,S19,mini_mart,C0008,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,6,6.42,850.62,561.41,873.76,564.3,36.41
2024-08-15 08:20:00,S07,convenience,C0385,churned,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-11-23 20:32:00,S06,hypermarket,C0268,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-08-06 08:21:00,S13,supermarket,,General Customer,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-09-24 08:55:00,S01,hypermarket,C0260,churned,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-07-28 17:48:00,S08,supermarket,,General Customer,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-06-09 14:00:00,S02,convenience,C0319,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,6,6.42,850.62,561.41,873.76,564.3,36.41
2024-04-02 17:16:00,S13,supermarket,C0039,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,7,7.49,992.39,654.98,1019.38,658.35,42.47
2024-10-24 18:38:00,S06,hypermarket,C0008,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,5,5.35,708.85,467.84,728.13,470.25,30.34
2024-01-04 15:22:00,S07,convenience,C0242,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-01-08 08:30:00,S02,convenience,C0428,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,10,10.7,1417.7,935.68,1456.26,940.5,60.68
2024-03-27 17:05:00,S19,mini_mart,,General Customer,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-12-16 18:53:00,S02,convenience,C0338,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-07-08 09:21:00,S20,convenience,C0476,loyal,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-05-07 20:25:00,S01,hypermarket,C0488,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-10-14 13:29:00,S08,supermarket,C0229,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-03-27 12:00:00,S01,hypermarket,C0372,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-03-29 20:07:00,S17,convenience,C0014,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-11-29 20:52:00,S02,convenience,C0319,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-12-20 11:18:00,S10,specialty,C0255,churned,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-09-18 11:39:00,S05,specialty,C0153,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-12-02 12:42:00,S09,convenience,C0052,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-02-17 18:43:00,S17,convenience,C0474,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-04-05 08:00:00,S07,convenience,C0238,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-11-18 20:35:00,S11,hypermarket,C0318,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,7,7.49,992.39,654.98,1019.38,658.35,42.47
2024-12-15 12:18:00,S07,convenience,C0152,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,6,6.42,850.62,561.41,873.76,564.3,36.41
2024-07-02 20:15:00,S03,supermarket,C0408,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-11-19 17:46:00,S19,mini_mart,C0346,loyal,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-09-29 19:51:00,S17,convenience,C0327,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-12-18 12:27:00,S02,convenience,C0414,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,10,10.7,1417.7,935.68,1456.26,940.5,60.68
2024-05-09 13:04:00,S14,mini_mart,C0390,loyal,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,7,7.49,992.39,654.98,1019.38,658.35,42.47
2024-06-25 15:43:00,S08,supermarket,C0444,at_risk,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,8,8.56,1134.16,748.55,1165.01,752.4,48.54
2024-02-03 19:18:00,S19,mini_mart,C0046,loyal,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-05-07 14:27:00,S06,hypermarket,C0397,occasional,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,9,9.63,1275.93,842.11,1310.64,846.45,54.61
2024-08-04 17:48:00,S06,hypermarket,C0068,new,P001,commodity,Increase Discount,elastic,0.0,4,2.7,0.5,11,11.77,1559.47,1029.25,1601.89,1034.55,66.75
2024-10-12 10:20:00,S05,specialty,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,21,34.77,4554.69,3552.66,5881.78,4222.82,1658.96
2024-07-11 12:45:00,S14,mini_mart,C0148,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,21,34.77,4554.69,3552.66,5881.78,4222.82,1658.96
2024-08-22 20:57:00,S10,specialty,C0477,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-09-20 18:11:00,S08,supermarket,C0367,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-11-22 08:02:00,S19,mini_mart,C0306,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,16,26.49,3470.24,2706.79,4481.36,3217.38,1263.97
2024-10-11 12:22:00,S07,convenience,C0217,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-03-02 11:58:00,S17,convenience,C0224,at_risk,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,21,34.77,4554.69,3552.66,5881.78,4222.82,1658.96
2024-10-06 18:30:00,S05,specialty,C0497,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-06-12 11:17:00,S11,hypermarket,C0009,at_risk,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-06-02 13:45:00,S11,hypermarket,C0370,churned,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,22,36.42,4771.58,3721.83,6161.87,4423.9,1737.96
2024-09-02 14:25:00,S09,convenience,C0230,churned,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-08-18 20:19:00,S04,mini_mart,C0092,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-07-28 19:09:00,S06,hypermarket,C0142,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-01-22 09:45:00,S03,supermarket,C0071,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-06-15 09:00:00,S08,supermarket,C0270,churned,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-11-26 13:11:00,S13,supermarket,C0216,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-07-23 17:08:00,S14,mini_mart,C0181,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-03-19 10:42:00,S17,convenience,C0001,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-05-01 10:23:00,S10,specialty,C0441,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-08-27 12:12:00,S03,supermarket,C0239,unknown,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-03-21 20:25:00,S09,convenience,C0172,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,21,34.77,4554.69,3552.66,5881.78,4222.82,1658.96
2024-10-12 09:43:00,S04,mini_mart,C0352,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-07-15 13:29:00,S04,mini_mart,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-11-15 11:29:00,S15,specialty,C0481,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-02-03 15:09:00,S03,supermarket,C0009,at_risk,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-03-02 14:34:00,S04,mini_mart,C0422,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-03-26 17:41:00,S08,supermarket,C0439,at_risk,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-12-18 20:56:00,S12,convenience,C0292,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-11-08 13:19:00,S17,convenience,C0141,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,23,38.08,4988.47,3891.01,6441.95,4624.99,1816.96
2024-05-13 18:18:00,S05,specialty,C0481,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-10-09 12:43:00,S17,convenience,C0287,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-06-16 08:44:00,S14,mini_mart,C0178,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-12-14 18:03:00,S15,specialty,C0128,unknown,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-10-07 16:03:00,S01,hypermarket,C0227,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,13,21.52,2819.57,2199.26,3641.1,2614.12,1026.98
2024-12-05 16:52:00,S19,mini_mart,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-12-23 14:42:00,S12,convenience,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-05-26 17:27:00,S04,mini_mart,C0257,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-11-17 13:40:00,S19,mini_mart,C0371,unknown,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-02-16 15:13:00,S04,mini_mart,C0123,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-06-03 12:01:00,S05,specialty,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-03-02 08:01:00,S14,mini_mart,C0104,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-05-17 10:36:00,S10,specialty,C0147,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-03-23 16:57:00,S01,hypermarket,C0327,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,16,26.49,3470.24,2706.79,4481.36,3217.38,1263.97
2024-07-28 13:30:00,S14,mini_mart,C0486,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,13,21.52,2819.57,2199.26,3641.1,2614.12,1026.98
2024-07-23 15:44:00,S16,hypermarket,C0361,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-09-17 09:40:00,S05,specialty,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-10-20 08:45:00,S02,convenience,C0465,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-08-17 19:24:00,S10,specialty,C0128,unknown,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-06-17 19:37:00,S02,convenience,C0478,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-10-11 08:23:00,S14,mini_mart,C0326,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-05-16 20:56:00,S09,convenience,C0198,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-02-10 10:56:00,S14,mini_mart,C0413,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-03-29 17:28:00,S11,hypermarket,C0352,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,15,24.83,3253.35,2537.61,4201.27,3016.3,1184.97
2024-05-27 13:46:00,S11,hypermarket,C0067,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-07-02 10:28:00,S08,supermarket,,General Customer,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-01-14 15:18:00,S04,mini_mart,C0441,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-07-17 11:11:00,S11,hypermarket,C0231,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,19,31.46,4120.91,3214.31,5321.61,3820.64,1500.97
2024-04-26 17:17:00,S02,convenience,C0147,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,21,34.77,4554.69,3552.66,5881.78,4222.82,1658.96
2024-01-30 17:30:00,S17,convenience,C0121,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,18,29.8,3904.02,3045.14,5041.53,3619.56,1421.97
2024-03-25 17:15:00,S11,hypermarket,C0005,churned,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,12,19.87,2602.68,2030.09,3361.02,2413.04,947.98
2024-05-20 10:13:00,S14,mini_mart,C0426,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-01-13 10:57:00,S06,hypermarket,C0316,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,22,36.42,4771.58,3721.83,6161.87,4423.9,1737.96
2024-04-20 10:46:00,S03,supermarket,C0046,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,14,23.18,3036.46,2368.44,3921.19,2815.21,1105.98
2024-03-14 19:58:00,S11,hypermarket,C0308,new,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,17,28.15,3687.13,2875.96,4761.44,3418.47,1342.97
2024-01-24 14:22:00,S19,mini_mart,C0132,occasional,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,20,33.11,4337.8,3383.48,5601.7,4021.73,1579.97
2024-09-25 16:33:00,S17,convenience,C0116,loyal,P002,commodity,Increase Discount,elastic,0.0,22,29.1,18.9,22,36.42,4771.58,3721.83,6161.87,4423.9,1737.96
2024-10-09 17:01:00,S16,hypermarket,C0390,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-12-16 12:37:00,S08,supermarket,C0157,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-08-30 14:05:00,S10,specialty,C0372,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,6,6.19,207.66,139.13,209.98,139.27,4.29
2024-01-17 09:05:00,S07,convenience,C0263,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-11-08 12:07:00,S09,convenience,C0406,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-10-21 18:28:00,S15,specialty,C0306,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-05-07 15:25:00,S18,supermarket,C0268,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
2024-11-12 15:14:00,S18,supermarket,C0007,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-10-21 17:51:00,S09,convenience,,General Customer,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,11,11.35,380.71,255.08,384.96,255.33,7.86
2024-04-25 13:20:00,S04,mini_mart,C0352,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,5,5.16,173.05,115.94,174.98,116.06,3.57
2024-01-11 19:53:00,S01,hypermarket,C0070,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,11,11.35,380.71,255.08,384.96,255.33,7.86
2024-11-13 15:40:00,S07,convenience,C0067,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
2024-10-31 11:49:00,S19,mini_mart,C0152,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,10,10.32,346.1,231.89,349.96,232.12,7.14
2024-02-10 18:27:00,S09,convenience,C0327,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,12,12.38,415.32,278.26,419.96,278.54,8.57
2024-12-19 17:00:00,S16,hypermarket,C0010,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-04-12 14:12:00,S04,mini_mart,C0050,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,11,11.35,380.71,255.08,384.96,255.33,7.86
2024-05-16 17:58:00,S02,convenience,C0250,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,10,10.32,346.1,231.89,349.96,232.12,7.14
2024-02-15 16:33:00,S04,mini_mart,C0422,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-05-23 08:01:00,S08,supermarket,C0129,at_risk,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-10-08 08:55:00,S04,mini_mart,C0191,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,11,11.35,380.71,255.08,384.96,255.33,7.86
2024-02-19 15:43:00,S18,supermarket,C0283,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,13,13.41,449.93,301.45,454.95,301.75,9.28
2024-02-28 19:01:00,S07,convenience,C0340,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
2024-07-17 14:26:00,S16,hypermarket,C0148,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-10-01 15:16:00,S05,specialty,,General Customer,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
2024-12-29 13:07:00,S03,supermarket,C0499,at_risk,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-10-12 17:20:00,S10,specialty,C0492,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,10,10.32,346.1,231.89,349.96,232.12,7.14
2024-08-29 11:01:00,S17,convenience,C0238,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
2024-09-16 16:29:00,S12,convenience,C0492,occasional,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,11,11.35,380.71,255.08,384.96,255.33,7.86
2024-09-15 12:22:00,S19,mini_mart,C0481,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-11-13 14:26:00,S13,supermarket,C0325,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,6,6.19,207.66,139.13,209.98,139.27,4.29
2024-07-17 19:49:00,S03,supermarket,C0235,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-01-26 15:49:00,S13,supermarket,C0006,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,8,8.25,276.88,185.51,279.97,185.7,5.71
2024-12-11 10:39:00,S14,mini_mart,C0349,at_risk,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-11-02 08:16:00,S13,supermarket,C0141,loyal,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,6,6.19,207.66,139.13,209.98,139.27,4.29
2024-12-11 19:43:00,S05,specialty,C0033,new,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,10,10.32,346.1,231.89,349.96,232.12,7.14
2024-12-15 19:17:00,S10,specialty,C0128,unknown,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,9,9.29,311.49,208.7,314.97,208.91,6.43
2024-12-19 10:26:00,S05,specialty,C0130,churned,P003,commodity,Increase Discount,elastic,0.0,2,1.1,0.1,7,7.22,242.27,162.32,244.97,162.48,5.0
