datetime,product_id,price,qty,customer_id,promotion_id,store_id,po_id
2024-03-09 10:11:00,P028,217.66,7,C0066,,S14,PO00027
2024-02-26 14:44:00,P053,256.73,8,C0339,,S18,PO00028
2024-08-10 17:04:00,P060,150.04,11,C0426,,S02,PO00029
2024-09-09 13:06:00,P027,133.49,21,C0399,PROMO033,S19,PO00030
2024-10-09 17:01:00,P003,32.15,8,C0390,,S16,PO00031
2024-05-24 14:24:00,P001,142.54,6,C0361,,S10,PO00032
2024-10-18 13:30:00,P050,182.86,12,C0430,,S18,PO00033
2024-07-20 17:18:00,P070,222.51,14,C0226,,S16,PO00034
2024-05-20 09:27:00,P029,120.54,20,C0280,,S14,PO00035
2024-01-01 10:12:00,P063,276.64,19,C0030,,S13,PO00036
2024-11-07 08:37:00,P044,184.2,16,C0415,,S06,PO00037
2024-10-29 12:15:00,P060,145.2,11,C0131,,S20,PO00038
2024-08-16 11:34:00,P069,224.97,14,C0404,PROMO007,S19,PO00039
2024-05-22 08:52:00,P073,127.92,12,C0028,,S03,PO00040
2024-01-12 17:31:00,P055,211.16,16,C0139,,S15,PO00041
2024-05-01 19:35:00,P024,343.6,12,C0052,,S09,PO00042
2024-06-26 19:27:00,P049,107.95,14,C0217,PROMO006,S15,PO00043
2024-07-19 08:52:00,P042,54.47,6,C0346,,S13,PO00044
2024-02-15 10:05:00,P036,105.6,8,C0432,,S09,PO00045
2024-11-07 09:58:00,P011,202.63,12,C0482,,S01,PO00046
2024-04-28 15:32:00,P070,247.81,13,C0054,,S12,PO00047
2024-11-10 18:48:00,P029,125.63,20,C0071,,S02,PO00048
2024-04-08 08:20:00,P004,234.3,7,C0254,,S07,PO00049
2024-12-16 12:37:00,P003,36.74,8,C0157,,S08,PO00050
2024-01-23 12:52:00,P017,212.25,8,C0485,,S04,PO00051
2024-03-18 16:45:00,P073,119.08,16,C0477,PROMO002,S09,PO00052
2024-09-16 08:48:00,P048,103.44,3,C0118,PROMO010,S06,PO00053
2024-09-15 18:49:00,P040,81.87,13,C0111,,S19,PO00054
2024-08-09 18:56:00,P004,255.83,1,C0320,,S19,PO00055
2024-08-16 12:13:00,P049,114.03,13,C0204,PROMO006,S03,PO00056
2024-07-10 19:33:00,P076,94.43,14,C0249,,S04,PO00057
2024-12-12 10:33:00,P039,221.67,19,C0124,,S19,PO00058
2024-11-30 19:29:00,P006,77.93,12,C0356,,S18,PO00059
2024-03-09 09:05:00,P055,226.96,16,C0071,PROMO023,S17,PO00060
22-08-2024 18:47,P044,181.38,19,C0013,,S14,PO00061
2024-01-08 11:39:00,P063,297.85,15,C0109,,S14,PO00062
2024-12-17 10:26:00,P047,140.49,4,C0471,,S05,PO00063
2024-10-03 12:17:00,P056,284.39,16,,PROMO008,S09,PO00064
2024-11-21 08:04:00,P079,79.91,10,C0496,,S15,PO00065
2024-03-18 17:44:00,P056,286.41,15,C0331,PROMO008,S08,PO00066
2024-02-16 16:21:00,P012,310.6,19,C0286,,S15,PO00067
2024-04-22 10:51:00,P032,193.59,19,C0476,,S19,PO00068
2024-08-01 17:27:00,P079,78.72,13,C0389,,S11,PO00069
2024-01-14 18:55:00,P004,237.4,-6,,,S11,PO00070
2024-01-03 14:45:00,P024,359.41,12,C0218,PROMO023,S12,PO00071
2024-01-15 16:54:00,P034,50.14,18,C0287,PROMO027,S20,PO00072
2024-09-29 14:21:00,P036,95.79,14,,PROMO019,S07,PO00073
2024-03-08 17:02:00,P011,223.73,8,C0248,,S14,PO00074
2024-05-25 11:46:00,P063,299.71,19,C0247,,S16,PO00075
2024-02-11 16:36:00,P063,,21,C0459,,S01,PO00076
2024-08-13 18:55:00,P012,332.79,15,C0302,,S08,PO00077
2024-04-21 11:29:00,P052,169.99,5,C0250,PROMO026,S10,PO00078
2024-04-04 15:54:00,P075,48.92,17,C0485,PROMO028,S18,PO00079
2024-11-30 13:53:00,P068,41.52,7,C0436,PROMO014,S18,PO00080
2024-03-02 16:01:00,P043,291.65,10,C0361,,S15,PO00081
2024-10-26 12:05:00,P035,129.32,11,C0314,,S09,PO00082
2024-07-30 08:19:00,P030,219.16,13,C0124,,S07,PO00083
2024-11-15 13:36:00,P041,285.77,11,C0123,,S18,PO00084
2024-11-28 18:02:00,P024,320.83,13,C0197,,S07,PO00085
2024-04-10 16:16:00,P062,289.96,7,C0284,,S19,PO00086
2024-02-07 14:34:00,P068,42.15,7,C0290,,S04,PO00087
2024-05-16 09:11:00,P025,16.52,9,C0304,,S08,PO00088
2024-11-15 13:28:00,P047,128.93,4,C0184,,S10,PO00089
2024-10-12 10:20:00,P002,204.73,21,,,S05,PO00090
2024-12-04 18:13:00,P036,98.87,11,C0047,,S02,PO00091
2024-10-22 15:38:00,P071,205.63,9,C0300,,S05,PO00092
2024-10-14 10:37:00,P063,290.61,15,C0106,,S01,PO00093
2024-11-04 15:39:00,P074,305.44,19,C0292,,S16,PO00094
2024-07-16 13:02:00,P062,315.22,7,C0349,PROMO026,S06,PO00095
2024-06-05 08:51:00,P007,165.87,4,C0259,,S16,PO00096
2024-06-05 13:56:00,P015,25.72,14,C0067,,S13,PO00097
2024-05-02 17:32:00,P063,270.42,19,C0076,,S19,PO00098
2024-10-29 11:44:00,P007,150.18,6,C0156,,S05,PO00099
2024-02-16 11:11:00,P073,129.4,15,C0088,PROMO002,S08,PO00100
2024-04-24 10:35:00,P016,238.56,8,C0427,,S20,PO00101
2024-11-25 15:37:00,P077,300.15,13,C0232,,S17,PO00102
2024-12-11 18:11:00,P049,117.7,14,C0454,PROMO006,S10,PO00103
2024-04-13 19:42:00,P076,103.43,15,C0440,,S10,PO00104
2024-12-21 11:04:00,P073,132.39,13,C0062,,S20,PO00105
2024-02-20 20:13:00,P013,125.18,14,C0213,,S07,PO00106
2024-08-01 18:22:00,P034,48.05,17,C0161,PROMO003,S08,PO00107
2024-11-08 08:53:00,P023,62.4,11,C0077,,S06,PO00108
2024-05-28 16:52:00,P001,136.77,8,C0419,,S15,PO00109
2024-01-25 17:10:00,P077,335.08,11,C0482,,S10,PO00110
2024-12-12 08:42:00,P005,271.9,17,C0238,,S10,PO00111
2024-06-28 13:52:00,P037,97.73,2,C0465,,S03,PO00112
2024-03-03 18:21:00,P030,218.34,12,C0271,,S19,PO00113
2024-12-02 11:40:00,P026,244.65,6,C0436,,S04,PO00114
2024-04-27 13:27:00,P070,238.6,14,C0153,PROMO037,S09,PO00115
2024-08-02 10:58:00,P019,225.63,2,C0074,,S02,PO00116
2024-06-06 20:48:00,P022,124.54,24,C0315,,S20,PO00117
2024-01-18 08:13:00,P073,128.26,12,C0296,,S15,PO00118
2024-04-22 09:29:00,P016,239.2,10,C0480,,S10,PO00119
2024-12-24 10:31:00,P052,172.45,5,C0279,,S17,PO00120
2024-06-10 19:32:00,P070,219.25,18,C0449,PROMO037,S03,PO00121
2024-11-16 16:54:00,P077,301.48,17,C0443,PROMO006,S11,PO00122
2024-09-11 20:07:00,P078,171.76,8,C0257,,S01,PO00123
2024-04-06 19:46:00,P012,344.64,15,C0235,,S19,PO00124
2024-03-28 15:45:00,P076,101.85,19,C0022,,S09,PO00125
2024-08-10 14:47:00,P074,279.7,17,C0042,,S06,PO00126
2024-11-25 14:32:00,P061,123.22,14,C0285,PROMO020,S06,PO00127
2024-07-06 09:01:00,P075,49.43,12,C0447,,S16,PO00128
2024-01-11 17:01:00,P012,325.59,22,C0357,PROMO025,S14,PO00129
2024-09-12 16:33:00,P043,305.73,13,C0329,,S04,PO00130
2024-12-20 11:57:00,P021,151.33,13,C0338,,S14,PO00131
2024-08-02 08:49:00,P064,88.68,6,C0296,,S13,PO00132
2024-01-14 16:39:00,P071,205.16,5,C0038,,S15,PO00133
2024-10-04 18:45:00,P012,358.68,12,C0323,,S09,PO00134
2024-04-18 09:22:00,P042,53.39,8,C0119,,S13,PO00135
2024-02-10 13:33:00,P066,133.13,16,C0002,,S18,PO00136
2024-03-16 14:52:00,P060,133.25,15,C0056,PROMO021,S07,PO00137
2024-11-04 14:09:00,P067,332.87,19,C0371,,S20,PO00138
2024-07-08 17:45:00,P064,89.06,6,C0453,,S02,PO00139
2024-11-02 12:35:00,P027,140.95,18,C0135,PROMO033,S10,PO00140
2024-09-23 15:10:00,P057,28.0,19,C0497,,S04,PO00141
2024-04-07 14:46:00,P004,270.52,2,C0246,,S06,PO00142
2024-03-09 15:32:00,P040,74.65,15,C0015,,S18,PO00143
2024-12-02 18:44:00,P053,226.9,7,C0096,,S08,PO00144
2024-03-13 16:39:00,P015,27.49,10,C0473,,S04,PO00145
2024-02-08 10:02:00,P020,75.2,16,C0299,PROMO005,S17,PO00146
2024-04-11 09:11:00,P035,117.63,14,C0495,PROMO039,S16,PO00147
2024-10-29 19:15:00,P032,215.15,18,C0468,,S18,PO00148
2024-05-28 08:22:00,P019,223.02,6,C0393,,S07,PO00149
2024-01-26 17:15:00,P077,335.19,16,C0072,PROMO006,S09,PO00150
2024-03-26 17:06:00,P054,239.64,17,C0349,,S17,PO00151
2024-06-24 15:49:00,P035,118.8,13,C0003,,S10,PO00152
2024-08-10 11:38:00,P039,225.56,19,,,S05,PO00153
2024-05-31 10:43:00,P058,19.31,10,C0496,,S12,PO00154
2024-04-07 10:36:00,P043,290.43,9,C0387,,S15,PO00155
2024-02-08 15:48:00,P042,52.19,5,C0194,,S08,PO00156
2024-07-28 08:15:00,P074,295.98,17,C0393,,S08,PO00157
2024-08-14 17:33:00,P053,221.77,10,C0045,,S11,PO00158
2024-05-20 09:31:00,P061,138.21,16,C0396,PROMO020,S05,PO00159
2024-08-23 16:09:00,P064,89.75,4,C0038,,S05,PO00160
2024-12-24 11:04:00,P065,328.41,9,C0103,PROMO040,S15,PO00161
2024-11-19 09:36:00,P013,108.47,19,,,S15,PO00162
2024-07-11 12:45:00,P002,199.86,21,C0148,,S14,PO00163
2024-05-19 18:57:00,P020,84.5,7,C0077,,S16,PO00164
2024-07-16 14:55:00,P034,54.28,12,C0347,,S20,PO00165
2024-03-12 11:28:00,P051,326.91,12,C0083,,S11,PO00166
2024-08-30 20:45:00,P069,208.75,15,C0325,PROMO013,S16,PO00167
2024-09-15 15:05:00,P070,248.69,13,C0037,,S20,PO00168
2024-08-02 08:08:00,P009,179.26,8,C0241,,S10,PO00169
2024-06-26 09:16:00,P030,215.92,11,C0093,,S14,PO00170
2024-06-08 10:37:00,P013,119.35,14,C0103,,S15,PO00171
2024-05-02 19:28:00,P022,142.88,14,C0307,,S01,PO00172
2024-08-13 19:41:00,P006,80.23,15,C0333,,S02,PO00173
2024-08-13 15:14:00,P038,63.55,15,C0368,,S12,PO00174
2024-09-07 12:47:00,P056,294.64,17,C0251,PROMO008,S17,PO00175
2024-03-21 09:39:00,P053,254.88,6,C0185,,S06,PO00176
2024-04-24 17:02:00,P023,60.7,13,C0081,,S20,PO00177
2024-08-24 08:05:00,P049,110.8,15,C0247,,S16,PO00178
2024-04-01 08:58:00,P075,49.11,15,C0147,,S08,PO00179
2024-06-18 11:26:00,P060,150.41,13,C0471,PROMO021,S09,PO00180
2024-08-22 20:57:00,P002,214.36,17,C0477,,S10,PO00181
2024-02-08 09:35:00,P070,239.4,15,C0162,,S03,PO00182
2024-01-12 14:01:00,P057,27.68,18,C0354,,S19,PO00183
2024-08-10 09:23:00,P039,238.77,20,C0257,PROMO034,S15,PO00184
2024-03-14 16:31:00,P039,239.55,16,C0204,,S13,PO00185
2024-10-04 11:19:00,P062,318.2,5,C0243,PROMO026,S13,PO00186
2024-08-06 08:11:00,P074,278.76,15,C0368,,S19,PO00187
2024-04-29 18:17:00,P038,73.11,11,C0303,,S01,PO00188
2024-07-10 20:11:00,P051,332.02,13,C0282,,S01,PO00189
2024-01-07 20:10:00,P073,130.39,12,C0051,,S20,PO00190
2024-02-27 14:25:00,P064,90.78,6,C0294,,S08,PO00191
2024-04-08 20:40:00,P078,173.51,9,C0361,,S08,PO00192
2024-10-11 20:10:00,P025,16.1,15,C0141,PROMO022,S04,PO00193
2024-01-27 10:16:00,P006,82.11,15,C0317,,S15,PO00194
2024-04-01 20:20:00,P005,313.13,8,C0374,,S05,PO00195
2024-02-27 19:37:00,P012,318.5,16,C0303,,S11,PO00196
2024-11-15 08:24:00,P054,267.85,15,C0180,,S07,PO00197
2024-01-27 15:45:00,P017,188.76,14,C0375,,S17,PO00198
2024-04-02 12:07:00,P065,330.37,11,C0280,,S06,PO00199
2024-06-29 15:57:00,P033,193.67,17,C0494,,S10,PO00200
2024-06-01 14:16:00,P044,189.3,16,C0480,PROMO022,S03,PO00201
2024-11-14 13:53:00,P019,209.3,5,C0232,,S13,PO00202
2024-03-12 18:12:00,P072,85.08,17,C0375,,S03,PO00203
2024-12-03 13:31:00,P051,327.29,12,C0015,,S09,PO00204
2024-08-04 08:37:00,P069,232.38,13,C0127,,S15,PO00205
2024-03-16 16:45:00,P048,93.67,9,C0269,,S19,PO00206
2024-03-26 19:19:00,P049,107.7,14,C0381,,S04,PO00207
2024-03-17 11:25:00,P030,224.81,12,C0483,,S01,PO00208
2024-07-12 13:38:00,P080,22.04,19,C0336,,S20,PO00209
2024-04-15 14:43:00,P029,111.64,22,C0065,,S15,PO00210
2024-05-02 13:08:00,P039,243.05,22,C0120,PROMO034,S05,PO00211
2024-09-20 15:49:00,P006,77.97,15,C0039,,S10,PO00212
2024-03-24 18:06:00,P064,98.49,8,C0119,,S04,PO00213
2024-01-22 17:02:00,P031,51.01,15,C0398,PROMO012,S15,PO00214
2024-01-14 18:17:00,P048,92.36,7,C0159,PROMO010,S14,PO00215
2024-04-28 12:54:00,P013,108.5,19,,,S20,PO00216
2024-10-26 09:05:00,P053,248.59,6,C0034,PROMO021,S12,PO00217
2024-02-04 20:28:00,P028,220.88,8,C0456,PROMO026,S08,PO00218
2024-11-27 08:29:00,P047,146.91,6,C0102,,S12,PO00219
2024-10-19 11:27:00,P070,232.37,14,C0368,,S02,PO00220
2024-05-31 09:48:00,P051,319.98,12,C0283,,S07,PO00221
2024-12-19 11:01:00,P016,240.64,9,C0466,,S03,PO00222
2024-10-21 17:50:00,P028,227.11,6,C0022,,S02,PO00223
2024-02-09 12:14:00,P043,276.81,11,C0250,,S05,PO00224
2024-10-08 15:35:00,P073,132.13,15,C0071,PROMO002,S18,PO00225
2024-02-10 13:46:00,P027,137.1,16,C0222,,S08,PO00226
2024-03-24 09:38:00,P043,273.47,14,C0152,,S20,PO00227
2024-03-06 10:36:00,P001,129.44,10,C0284,,S05,PO00228
2024-06-12 20:22:00,P017,196.68,10,C0257,,S06,PO00229
2024-09-22 19:29:00,P015,25.02,11,C0027,,S05,PO00230
2024-09-20 18:11:00,P002,222.68,15,C0367,,S08,PO00231
2024-04-30 18:36:00,P076,94.52,16,C0332,,S01,PO00232
2024-07-22 12:48:00,P023,65.64,11,C0272,,S02,PO00233
2024-07-25 13:43:00,P017,199.42,11,C0432,,S17,PO00234
2024-11-29 09:08:00,P015,26.65,12,C0066,,S16,PO00235
2024-11-20 08:48:00,P058,20.84,7,C0371,,S17,PO00236
2024-01-12 17:19:00,P076,104.27,16,C0112,,S15,PO00237
2024-07-03 14:30:00,P065,304.19,12,C0227,,S20,PO00238
2024-10-20 11:22:00,P006,70.69,20,,,S10,PO00239
2024-08-21 19:54:00,P059,218.64,18,C0063,PROMO003,S16,PO00240
2024-09-20 20:31:00,P052,171.37,7,C0437,,S04,PO00241
2024-04-28 17:42:00,P063,297.24,15,C0455,,S03,PO00242
2024-05-24 17:07:00,P011,231.28,6,C0330,,S20,PO00243
2024-12-10 11:32:00,P019,218.77,5,C0068,,S05,PO00244
2024-05-21 12:47:00,P036,100.89,15,C0391,PROMO019,S20,PO00245
2024-03-13 12:12:00,P068,41.73,6,C0465,PROMO014,S17,PO00246
2024-04-07 20:37:00,P078,178.31,10,C0441,,S04,PO00247
2024-03-22 20:40:00,P015,25.74,13,C0221,,S14,PO00248
2024-05-08 15:53:00,P058,21.05,9,C0234,,S14,PO00249
2024-07-17 12:18:00,P044,182.78,14,C0465,,S13,PO00250
2024-10-31 08:34:00,P054,247.65,18,C0098,,S11,PO00251
2024-04-19 17:01:00,P055,225.9,15,C0321,,S09,PO00252
2024-10-08 15:47:00,P048,104.87,7,C0157,,S16,PO00253
2024-10-26 11:14:00,P009,164.94,9,C0094,,S03,PO00254
2024-10-28 09:43:00,P012,357.14,21,C0099,PROMO025,S12,PO00255
2024-10-07 11:10:00,P017,194.35,10,C0062,,S19,PO00256
2024-11-19 12:12:00,P072,87.99,14,C0338,,S04,PO00257
21-02-2024 18:28,P053,251.81,6,C0363,,S14,PO00258
2024-05-23 17:35:00,P007,165.26,3,C0295,,S20,PO00259
2024-04-17 17:38:00,P040,77.81,15,C0361,,S04,PO00260
2024-11-07 08:41:00,P074,284.41,18,,,S07,PO00261
2024-09-19 13:00:00,P020,79.02,11,C0494,,S08,PO00262
2024-02-16 18:12:00,P014,0,8,C0359,,S18,PO00263
2024-01-09 17:23:00,P048,97.94,8,C0118,,S09,PO00264
2024-03-12 15:15:00,P074,302.2,16,C0232,,S14,PO00265
2024-05-31 10:35:00,P072,89.03,12,C0027,,S20,PO00266
2024-07-20 16:17:00,P035,125.44,12,C0185,PROMO002,S09,PO00267
2024-02-18 10:43:00,P040,82.0,-14,C0360,PROMO015,S01,PO00268
2024-05-29 12:14:00,P024,330.69,12,C0147,,S19,PO00269
2024-03-17 20:56:00,P052,178.88,7,C0072,,S05,PO00270
2024-10-17 14:20:00,P004,259.3,2,C0094,,S17,PO00271
2024-08-28 18:38:00,P028,218.11,3,C0386,,S14,PO00272
2024-03-08 17:37:00,P059,234.03,16,C0162,PROMO027,S12,PO00273
2024-07-14 20:48:00,P040,81.62,13,C0333,,S19,PO00274
2024-01-27 12:07:00,P077,332.93,10,C0087,,S02,PO00275
2024-09-15 13:05:00,P020,74.87,11,C0162,,S20,PO00276
2024-04-11 08:34:00,P007,165.59,5,C0084,,S09,PO00277
05-02-2024 12:12,P057,29.28,16,C0435,,S16,PO00278
2024-11-06 17:29:00,P078,181.92,7,C0453,,S14,PO00279
2024-05-15 11:02:00,P035,128.53,15,,PROMO002,S04,PO00280
2024-12-13 10:39:00,P045,50.91,16,C0441,,S04,PO00281
2024-10-12 12:19:00,P037,93.46,7,,PROMO039,S10,PO00282
2024-08-18 08:52:00,P006,80.43,14,C0226,,S13,PO00283
2024-05-21 11:32:00,P077,300.15,16,C0008,PROMO006,S07,PO00284
2024-12-26 12:01:00,P039,243.07,14,C0217,,S05,PO00285
2024-06-02 11:17:00,P033,190.6,13,C0297,,S11,PO00286
2024-05-22 13:36:00,P016,232.81,11,C0008,,S16,PO00287
2024-10-17 15:41:00,P056,312.19,10,C0180,,S05,PO00288
2024-12-01 14:51:00,P049,116.05,15,,PROMO006,S18,PO00289
2024-10-07 20:53:00,P046,119.6,15,C0074,,S13,PO00290
2024-04-04 08:45:00,P006,81.31,12,C0447,,S01,PO00291
2024-01-25 20:52:00,P059,217.14,19,C0080,,S11,PO00292
2024-01-25 11:44:00,P074,301.86,17,C0440,,S19,PO00293
2024-05-20 11:17:00,P052,172.61,6,C0428,,S10,PO00294
2024-06-08 20:42:00,P015,27.03,11,C0415,,S01,PO00295
2024-05-09 18:49:00,P042,48.2,9,C0176,,S20,PO00296
2024-03-23 16:34:00,P059,215.4,16,C0371,,S03,PO00297
2024-09-08 08:03:00,P056,301.11,15,C0250,PROMO008,S14,PO00298
2024-04-10 14:51:00,P076,91.69,18,C0411,,S17,PO00299
2024-06-26 12:51:00,P011,215.2,8,C0406,,S10,PO00300
2024-09-12 20:34:00,P044,182.16,17,C0227,,S11,PO00301
2024-03-26 12:54:00,P022,132.71,19,C0079,,S17,PO00302
2024-08-06 12:53:00,P015,27.75,9,,,S17,PO00303
2024-03-05 20:20:00,P025,17.75,9,C0358,,S12,PO00304
2024-06-29 09:36:00,P019,231.13,4,C0242,,S04,PO00305
2024-07-09 12:51:00,P019,207.24,3,C0263,,S07,PO00306
2024-07-14 09:51:00,P023,59.66,14,C0157,,S03,PO00307
2024-08-08 11:28:00,P023,61.81,12,,,S15,PO00308
2024-01-21 17:12:00,P073,116.73,16,C0331,PROMO002,S11,PO00309
2024-05-09 19:47:00,P020,77.48,11,C0451,,S03,PO00310
2024-11-09 19:39:00,P061,128.46,14,C0453,,S10,PO00311
2024-07-18 08:14:00,P036,104.65,11,C0058,,S12,PO00312
2024-06-21 10:04:00,P065,328.67,10,C0076,,S10,PO00313
2024-03-27 18:00:00,P060,134.66,12,C0039,PROMO021,S02,PO00314
2024-05-31 08:04:00,P048,,8,C0294,,S03,PO00315
2024-07-29 14:50:00,P012,316.11,17,,,S13,PO00316
2024-09-17 12:29:00,P060,152.21,11,C0461,PROMO006,S19,PO00317
2024-08-07 08:30:00,P025,17.61,9,C0330,,S20,PO00318
2024-11-24 09:14:00,P061,123.17,15,C0064,PROMO020,S15,PO00319
2024-06-17 16:57:00,P014,161.88,-9,C0352,,S03,PO00320
2024-09-22 12:35:00,P065,306.14,13,C0177,,S02,PO00321
2024-12-16 19:33:00,P032,190.95,28,C0449,PROMO022,S15,PO00322
2024-07-01 16:24:00,P068,42.33,5,,,S20,PO00323
2024-07-31 19:31:00,P021,145.12,-17,C0382,PROMO010,S10,PO00324
2024-05-01 14:38:00,P050,193.57,9,C0419,,S11,PO00325
2024-05-28 15:45:00,P077,325.31,14,C0054,,S11,PO00326
2024-08-23 18:21:00,P009,174.58,12,C0338,,S04,PO00327
2024-09-14 20:20:00,P072,93.39,14,C0396,,S10,PO00328
2024-10-09 09:30:00,P033,189.77,19,C0342,PROMO040,S03,PO00329
2024-07-07 08:55:00,P075,47.21,13,C0145,PROMO032,S12,PO00330
2024-01-23 20:29:00,P040,82.13,13,C0402,,S05,PO00331
2024-12-27 17:15:00,P077,329.49,-14,C0087,,S10,PO00332
2024-01-03 08:03:00,P072,84.35,16,C0386,,S11,PO00333
2024-01-10 12:45:00,P017,201.83,9,,,S03,PO00334
2024-03-06 16:47:00,P055,237.55,13,,,S12,PO00335
2024-08-30 14:05:00,P003,36.54,6,C0372,,S10,PO00336
2024-04-10 17:03:00,P024,339.27,12,C0220,,S11,PO00337
2024-06-02 12:37:00,P063,284.73,19,C0197,,S08,PO00338
2024-07-20 13:45:00,P018,268.32,18,C0159,,S03,PO00339
2024-01-04 20:13:00,P038,71.48,9,C0104,,S17,PO00340
2024-08-16 17:54:00,P070,244.97,19,C0345,PROMO037,S20,PO00341
2024-06-07 19:18:00,P017,198.09,9,C0386,,S05,PO00342
2024-07-29 13:23:00,P021,141.36,17,C0186,,S20,PO00343
2024-07-10 10:47:00,P022,131.79,19,C0449,,S02,PO00344
2024-12-15 14:48:00,P053,,9,C0244,PROMO021,S15,PO00345
2024-09-07 18:56:00,P079,85.98,8,C0292,,S15,PO00346
2024-10-27 08:16:00,P030,233.61,9,,,S08,PO00347
2024-07-16 19:10:00,P040,80.48,14,C0481,,S07,PO00348
2024-11-20 16:51:00,P048,97.16,8,C0473,PROMO010,S10,PO00349
2024-12-02 18:44:00,P049,115.41,15,C0166,PROMO006,S07,PO00350
2024-02-04 17:50:00,P078,179.77,6,C0142,,S09,PO00351
2024-03-14 12:35:00,P007,150.33,4,C0381,PROMO005,S18,PO00352
2024-08-18 14:49:00,P014,173.09,7,,,S04,PO00353
2024-02-26 11:23:00,P037,91.24,5,C0165,PROMO027,S09,PO00354
2024-12-29 17:29:00,P058,19.03,7,,,S05,PO00355
2024-09-26 15:09:00,P056,284.07,14,C0094,,S08,PO00356
2024-04-15 16:12:00,P058,19.8,8,C0358,,S01,PO00357
2024-04-16 11:17:00,P054,275.79,16,C0055,,S13,PO00358
2024-01-21 11:49:00,P065,312.14,12,C0242,PROMO040,S13,PO00359
2024-05-22 14:20:00,P011,202.87,9,C0384,,S08,PO00360
2024-05-21 16:36:00,P004,271.62,6,C0327,,S04,PO00361
2024-08-05 12:23:00,P043,281.55,11,C0150,,S05,PO00362
2024-12-10 12:11:00,P005,286.79,14,C0294,,S16,PO00363
2024-11-22 13:54:00,P018,276.65,16,C0481,,S15,PO00364
2024-03-01 09:27:00,P079,83.28,11,C0006,,S03,PO00365
2024-01-17 09:05:00,P003,32.95,9,C0263,,S07,PO00366
2024-04-07 08:09:00,P020,76.34,11,,,S14,PO00367
2024-04-07 10:38:00,P015,26.71,16,C0244,PROMO005,S10,PO00368
2024-10-20 19:58:00,P016,235.39,11,C0245,PROMO016,S14,PO00369
2024-10-03 11:25:00,P080,22.52,19,C0469,,S03,PO00370
2024-08-01 15:39:00,P015,28.12,10,,,S20,PO00371
2024-06-16 17:27:00,P069,227.64,16,,PROMO007,S19,PO00372
2024-09-04 10:07:00,P031,53.14,10,C0148,,S10,PO00373
2024-10-05 16:58:00,P055,222.88,18,C0002,,S20,PO00374
2024-11-02 18:55:00,P046,117.09,15,C0247,,S19,PO00375
2024-10-23 11:36:00,P054,264.53,16,C0192,,S03,PO00376
2024-02-24 16:46:00,P068,41.09,2,C0370,,S03,PO00377
2024-09-24 09:06:00,P068,43.97,8,,,S17,PO00378
2024-10-09 09:42:00,P071,214.21,7,C0021,,S13,PO00379
2024-01-08 12:31:00,P061,132.45,12,C0397,PROMO020,S12,PO00380
2024-09-16 13:45:00,P033,177.45,17,C0017,,S12,PO00381
2024-01-16 08:44:00,P009,180.78,10,C0354,,S08,PO00382
2024-09-25 09:03:00,P014,175.37,6,C0341,,S05,PO00383
2024-11-20 16:02:00,P006,76.78,16,C0361,,S18,PO00384
2024-10-07 11:33:00,P044,177.46,17,C0180,,S15,PO00385
2024-05-13 10:43:00,P062,333.03,5,C0187,,S05,PO00386
2024-12-29 19:08:00,P009,163.96,10,C0469,,S02,PO00387
2024-10-03 19:55:00,P038,64.45,13,C0207,,S02,PO00388
